START | 2025-05-25 16:20:33
DIRECTION_FORWARD | 2025-05-25 16:20:37
LEVEL_2 | 2025-05-25 16:20:47
LEVEL_4 | 2025-05-25 16:20:57
STOP | 2025-05-25 16:21:01
LEVEL_0 | 2025-05-25 16:21:01
START | 2025-05-25 16:23:39
DIRECTION_FORWARD | 2025-05-25 16:23:40
LEVEL_2 | 2025-05-25 16:23:42
LEVEL_6 | 2025-05-25 16:24:24
LEVEL_4 | 2025-05-25 16:24:28
LEVEL_2 | 2025-05-25 16:24:34
LEVEL_4 | 2025-05-25 16:25:28
LEVEL_6 | 2025-05-25 16:25:31
STOP | 2025-05-25 16:25:37
LEVEL_0 | 2025-05-25 16:25:37
START | 2025-05-27 14:42:23
DIRECTION_FORWARD | 2025-05-27 14:42:24
LEVEL_2 | 2025-05-27 14:42:26
MANUAL_BRAKE_ON | 2025-05-27 14:42:32
MANUAL_BRAKE_OFF | 2025-05-27 14:42:34
LEVEL_6 | 2025-05-27 14:42:39
STOP | 2025-05-27 14:42:47
LEVEL_0 | 2025-05-27 14:42:47
START | 2025-05-27 15:06:09
DIRECTION_FORWARD | 2025-05-27 15:06:09
DIRECTION_REVERSE | 2025-05-27 15:06:13
START | 2025-05-27 15:07:24
DIRECTION_FORWARD | 2025-05-27 15:07:28
DIRECTION_FORWARD | 2025-05-27 15:07:32
DIRECTION_REVERSE | 2025-05-27 15:07:33
LEVEL_2 | 2025-05-27 15:07:49
STOP | 2025-05-27 15:07:52
LEVEL_0 | 2025-05-27 15:07:52
START | 2025-05-27 15:10:00
DIRECTION_FORWARD | 2025-05-27 15:10:01
LEVEL_2 | 2025-05-27 15:10:02
STOP | 2025-05-27 15:10:24
LEVEL_0 | 2025-05-27 15:10:24
START | 2025-05-27 15:10:34
DIRECTION_FORWARD | 2025-05-27 15:10:35
LEVEL_2 | 2025-05-27 15:10:37
LEVEL_4 | 2025-05-27 15:10:38
LEVEL_6 | 2025-05-27 15:10:40
STOP | 2025-05-27 15:10:46
LEVEL_0 | 2025-05-27 15:10:46
START | 2025-05-27 15:11:23
DIRECTION_FORWARD | 2025-05-27 15:11:24
LEVEL_2 | 2025-05-27 15:11:25
STOP | 2025-05-27 15:11:28
LEVEL_0 | 2025-05-27 15:11:28
START | 2025-05-27 15:11:32
DIRECTION_FORWARD | 2025-05-27 15:11:33
LEVEL_2 | 2025-05-27 15:11:33
STOP | 2025-05-27 15:11:45
LEVEL_0 | 2025-05-27 15:11:45
START | 2025-05-27 15:12:53
DIRECTION_FORWARD | 2025-05-27 15:12:53
LEVEL_2 | 2025-05-27 15:12:54
LEVEL_6 | 2025-05-27 15:13:05
LEVEL_4 | 2025-05-27 15:13:10
LEVEL_2 | 2025-05-27 15:13:34
STOP | 2025-05-27 15:13:44
LEVEL_0 | 2025-05-27 15:13:44
START | 2025-05-27 15:13:47
DIRECTION_FORWARD | 2025-05-27 15:13:48
LEVEL_2 | 2025-05-27 15:14:41
LEVEL_4 | 2025-05-27 15:15:08
STOP | 2025-05-27 15:15:08
LEVEL_0 | 2025-05-27 15:15:09
START | 2025-05-27 15:15:12
DIRECTION_FORWARD | 2025-05-27 15:15:14
LEVEL_2 | 2025-05-27 15:15:16
LEVEL_4 | 2025-05-27 15:15:25
STOP | 2025-05-27 15:15:35
LEVEL_0 | 2025-05-27 15:15:35
START | 2025-05-27 15:16:15
LEVEL_2 | 2025-05-27 15:16:16
DIRECTION_FORWARD | 2025-05-27 15:16:17
LEVEL_4 | 2025-05-27 15:16:20
LEVEL_2 | 2025-05-27 15:17:27
LEVEL_4 | 2025-05-27 15:18:04
LEVEL_2 | 2025-05-27 15:19:03
STOP | 2025-05-27 15:20:04
LEVEL_0 | 2025-05-27 15:20:04
START | 2025-05-27 15:27:15
DIRECTION_FORWARD | 2025-05-27 15:27:17
LEVEL_2 | 2025-05-27 15:27:17
LEVEL_4 | 2025-05-27 15:27:23
LEVEL_2 | 2025-05-27 15:27:27
STOP | 2025-05-27 15:28:08
LEVEL_0 | 2025-05-27 15:28:08
START | 2025-05-27 15:29:11
DIRECTION_FORWARD | 2025-05-27 15:29:12
LEVEL_2 | 2025-05-27 15:29:14
STOP | 2025-05-27 15:30:18
LEVEL_0 | 2025-05-27 15:30:18
START | 2025-05-27 15:30:26
DIRECTION_FORWARD | 2025-05-27 15:30:27
LEVEL_2 | 2025-05-27 15:30:28
DIRECTION_FORWARD | 2025-05-27 15:30:49
STOP | 2025-05-27 15:30:50
LEVEL_0 | 2025-05-27 15:30:50
START | 2025-05-27 15:33:24
DIRECTION_FORWARD | 2025-05-27 15:33:26
LEVEL_2 | 2025-05-27 15:33:27
LEVEL_4 | 2025-05-27 15:33:30
STOP | 2025-05-27 15:33:35
LEVEL_0 | 2025-05-27 15:33:35
START | 2025-05-27 15:35:26
LEVEL_4 | 2025-05-27 15:35:27
DIRECTION_FORWARD | 2025-05-27 15:35:32
LEVEL_2 | 2025-05-27 15:36:35
LEVEL_4 | 2025-05-27 15:36:44
STOP | 2025-05-27 15:38:06
LEVEL_0 | 2025-05-27 15:38:06
START | 2025-05-27 15:44:29
LEVEL_4 | 2025-05-27 15:44:33
STOP | 2025-05-27 15:48:22
LEVEL_0 | 2025-05-27 15:48:23
START | 2025-05-27 15:49:25
LEVEL_4 | 2025-05-27 15:49:28
LEVEL_6 | 2025-05-27 15:49:33
LEVEL_6 | 2025-05-27 15:49:37
LEVEL_2 | 2025-05-27 15:49:38
LEVEL_4 | 2025-05-27 15:49:41
MANUAL_BRAKE_ON | 2025-05-29 09:16:46
START | 2025-05-29 09:27:03
LAMP_ON | 2025-05-29 09:27:06
DIRECTION_FORWARD | 2025-05-29 09:27:09
LEVEL_2 | 2025-05-29 09:27:13
LEVEL_4 | 2025-05-29 09:27:18
LEVEL_6 | 2025-05-29 09:27:20
STOP | 2025-05-29 09:27:23
LEVEL_0 | 2025-05-29 09:27:23
MANUAL_BRAKE_ON | 2025-05-29 09:27:28
MANUAL_BRAKE_OFF | 2025-05-29 09:28:56
MANUAL_BRAKE_ON | 2025-05-29 09:38:04
MANUAL_BRAKE_OFF | 2025-05-29 09:38:59
START | 2025-05-29 10:25:29
STOP | 2025-05-29 10:25:38
LEVEL_0 | 2025-05-29 10:25:38
START | 2025-05-29 10:25:45
STOP | 2025-05-29 10:25:49
LEVEL_0 | 2025-05-29 10:25:49
START | 2025-05-29 10:25:52
MANUAL_BRAKE_ON | 2025-05-29 10:25:54
MANUAL_BRAKE_OFF | 2025-05-29 10:26:07
LEVEL_2 | 2025-05-29 10:26:23
DIRECTION_FORWARD | 2025-05-29 10:26:25
MANUAL_BRAKE_ON | 2025-05-29 10:26:32
STOP | 2025-05-29 10:26:39
LEVEL_0 | 2025-05-29 10:26:39
START | 2025-05-29 11:01:41
STOP | 2025-05-29 11:01:42
LEVEL_0 | 2025-05-29 11:01:43
LAMP_ON | 2025-05-29 11:01:45
START | 2025-05-29 11:01:48
MANUAL_BRAKE_ON | 2025-05-29 11:01:52
DIRECTION_FORWARD | 2025-05-29 11:01:59
LEVEL_2 | 2025-05-29 11:02:01
LEVEL_2 | 2025-05-29 11:02:08
LEVEL_4 | 2025-05-29 11:02:09
STOP | 2025-05-29 11:02:27
LEVEL_0 | 2025-05-29 11:02:27
LAMP_OFF | 2025-05-29 11:02:29
START | 2025-05-29 11:13:40
DIRECTION_REVERSE | 2025-05-29 11:13:41
LEVEL_2 | 2025-05-29 11:13:43
LEVEL_4 | 2025-05-29 11:13:50
LEVEL_6 | 2025-05-29 11:13:52
LEVEL_2 | 2025-05-29 11:13:55
STOP | 2025-05-29 11:14:07
LEVEL_0 | 2025-05-29 11:14:07
START | 2025-05-29 11:15:41
DIRECTION_REVERSE | 2025-05-29 11:15:42
LEVEL_2 | 2025-05-29 11:15:47
LEVEL_4 | 2025-05-29 11:15:51
LEVEL_6 | 2025-05-29 11:15:56
LEVEL_4 | 2025-05-29 11:16:22
LEVEL_2 | 2025-05-29 11:16:24
STOP | 2025-05-29 11:16:26
LEVEL_0 | 2025-05-29 11:16:26
START | 2025-05-29 11:16:34
STOP | 2025-05-29 11:16:36
LEVEL_0 | 2025-05-29 11:16:36
LAMP_ON | 2025-05-29 11:16:48
LAMP_OFF | 2025-05-29 11:16:50
START | 2025-05-29 11:17:08
STOP | 2025-05-29 11:17:28
LEVEL_0 | 2025-05-29 11:17:28
START | 2025-05-29 11:17:37
DIRECTION_REVERSE | 2025-05-29 11:17:46
LEVEL_2 | 2025-05-29 11:17:47
LEVEL_2 | 2025-05-29 11:17:50
STOP | 2025-05-29 11:17:50
LEVEL_0 | 2025-05-29 11:17:51
START | 2025-05-29 11:17:57
DIRECTION_REVERSE | 2025-05-29 11:17:58
LEVEL_6 | 2025-05-29 11:18:04
LEVEL_4 | 2025-05-29 11:18:45
STOP | 2025-05-29 11:18:46
LEVEL_0 | 2025-05-29 11:18:46
START | 2025-05-29 11:19:18
DIRECTION_FORWARD | 2025-05-29 11:19:20
LEVEL_2 | 2025-05-29 11:19:22
LEVEL_4 | 2025-05-29 11:19:24
LEVEL_6 | 2025-05-29 11:19:25
STOP | 2025-05-29 11:22:20
LEVEL_0 | 2025-05-29 11:22:20
START | 2025-05-29 12:04:07
LEVEL_2 | 2025-05-29 12:04:29
STOP | 2025-05-29 12:06:31
LEVEL_0 | 2025-05-29 12:06:31
START | 2025-05-29 12:10:42
DIRECTION_FORWARD | 2025-05-29 12:10:55
LEVEL_2 | 2025-05-29 12:11:00
STOP | 2025-05-29 12:11:49
LEVEL_0 | 2025-05-29 12:11:49
START | 2025-05-29 20:19:41
STOP | 2025-05-29 20:19:52
LEVEL_0 | 2025-05-29 20:19:52
START | 2025-05-29 20:20:09
DIRECTION_FORWARD | 2025-05-29 20:20:11
LEVEL_2 | 2025-05-29 20:20:12
STOP | 2025-05-29 20:20:18
LEVEL_0 | 2025-05-29 20:20:18
START | 2025-05-29 20:20:22
DIRECTION_FORWARD | 2025-05-29 20:20:25
LEVEL_6 | 2025-05-29 20:20:26
STOP | 2025-05-29 20:20:57
LEVEL_0 | 2025-05-29 20:20:57
START | 2025-05-29 20:25:36
DIRECTION_REVERSE | 2025-05-29 20:25:37
DIRECTION_FORWARD | 2025-05-29 20:25:38
LEVEL_2 | 2025-05-29 20:25:39
STOP | 2025-05-29 20:25:45
LEVEL_0 | 2025-05-29 20:25:45
START | 2025-05-29 20:26:55
DIRECTION_FORWARD | 2025-05-29 20:27:05
LEVEL_2 | 2025-05-29 20:27:08
STOP | 2025-05-29 20:27:17
LEVEL_0 | 2025-05-29 20:27:17
START | 2025-05-29 20:35:46
DIRECTION_FORWARD | 2025-05-29 20:35:52
STOP | 2025-05-29 20:36:29
LEVEL_0 | 2025-05-29 20:36:30
START | 2025-05-29 20:38:32
STOP | 2025-05-29 20:41:39
LEVEL_0 | 2025-05-29 20:41:39
START | 2025-05-29 20:58:03
DIRECTION_FORWARD | 2025-05-29 20:58:05
LEVEL_2 | 2025-05-29 20:58:47
LEVEL_4 | 2025-05-29 20:59:27
LEVEL_2 | 2025-05-29 20:59:44
LEVEL_4 | 2025-05-29 21:00:20
LEVEL_2 | 2025-05-29 21:00:53
STOP | 2025-05-29 21:01:17
LEVEL_0 | 2025-05-29 21:01:17
DIRECTION_FORWARD | 2025-05-29 21:02:32
LEVEL_2 | 2025-05-29 21:02:32
START | 2025-05-29 21:02:32
LEVEL_4 | 2025-05-29 21:02:36
LEVEL_2 | 2025-05-29 21:02:39
STOP | 2025-05-29 21:07:49
LEVEL_0 | 2025-05-29 21:07:49
START | 2025-05-29 21:09:52
DIRECTION_FORWARD | 2025-05-29 21:09:53
LEVEL_2 | 2025-05-29 21:09:55
LEVEL_4 | 2025-05-29 21:10:08
LEVEL_2 | 2025-05-29 21:10:14
LEVEL_4 | 2025-05-29 21:10:28
LEVEL_2 | 2025-05-29 21:10:59
LEVEL_4 | 2025-05-29 21:11:21
STOP | 2025-05-29 21:12:07
LEVEL_0 | 2025-05-29 21:12:07
START | 2025-05-29 21:16:01
DIRECTION_FORWARD | 2025-05-29 21:16:02
LEVEL_2 | 2025-05-29 21:16:04
LEVEL_4 | 2025-05-29 21:16:10
LEVEL_2 | 2025-05-29 21:16:57
LEVEL_4 | 2025-05-29 21:17:46
STOP | 2025-05-29 21:19:06
LEVEL_0 | 2025-05-29 21:19:06
START | 2025-05-29 21:19:19
DIRECTION_FORWARD | 2025-05-29 21:19:25
LEVEL_2 | 2025-05-29 21:19:28
LEVEL_4 | 2025-05-29 21:20:17
LEVEL_2 | 2025-05-29 21:21:24
LEVEL_4 | 2025-05-29 21:23:14
LEVEL_6 | 2025-05-29 21:24:34
LEVEL_4 | 2025-05-29 21:24:38
STOP | 2025-05-29 21:24:45
LEVEL_0 | 2025-05-29 21:24:45
START | 2025-05-29 21:25:03
DIRECTION_REVERSE | 2025-05-29 21:25:06
LEVEL_2 | 2025-05-29 21:25:27
STOP | 2025-05-29 21:25:44
LEVEL_0 | 2025-05-29 21:25:44
START | 2025-05-29 21:48:19
DIRECTION_FORWARD | 2025-05-29 21:48:20
LEVEL_0 | 2025-05-29 21:48:21
STOP | 2025-05-29 21:48:29
LEVEL_0 | 2025-05-29 21:48:29
START | 2025-05-29 21:49:19
DIRECTION_FORWARD | 2025-05-29 21:49:22
LEVEL_2 | 2025-05-29 21:50:22
STOP | 2025-05-29 21:50:28
LEVEL_0 | 2025-05-29 21:50:28
START | 2025-05-29 21:50:50
DIRECTION_FORWARD | 2025-05-29 21:50:51
LEVEL_2 | 2025-05-29 21:50:51
STOP | 2025-05-29 21:50:58
LEVEL_0 | 2025-05-29 21:50:58
START | 2025-05-29 21:52:24
DIRECTION_FORWARD | 2025-05-29 21:52:26
LEVEL_2 | 2025-05-29 21:52:27
LEVEL_4 | 2025-05-29 21:52:38
STOP | 2025-05-29 21:54:26
LEVEL_0 | 2025-05-29 21:54:26
START | 2025-05-29 21:54:44
DIRECTION_REVERSE | 2025-05-29 21:54:47
LEVEL_2 | 2025-05-29 21:54:48
STOP | 2025-05-29 21:54:54
LEVEL_0 | 2025-05-29 21:54:54
START | 2025-05-29 21:55:39
LEVEL_2 | 2025-05-29 21:55:40
DIRECTION_REVERSE | 2025-05-29 21:55:45
DIRECTION_FORWARD | 2025-05-29 21:55:46
STOP | 2025-05-29 21:55:52
LEVEL_0 | 2025-05-29 21:55:52
START | 2025-05-29 21:55:53
DIRECTION_REVERSE | 2025-05-29 21:55:54
DIRECTION_FORWARD | 2025-05-29 21:55:55
LEVEL_2 | 2025-05-29 21:55:56
STOP | 2025-05-29 21:56:16
LEVEL_0 | 2025-05-29 21:56:17
START | 2025-05-29 21:56:52
DIRECTION_FORWARD | 2025-05-29 21:56:53
LEVEL_2 | 2025-05-29 21:56:54
STOP | 2025-05-29 21:57:07
LEVEL_0 | 2025-05-29 21:57:08
START | 2025-05-29 21:57:14
LEVEL_2 | 2025-05-29 21:57:15
DIRECTION_FORWARD | 2025-05-29 21:57:17
STOP | 2025-05-29 21:57:21
LEVEL_0 | 2025-05-29 21:57:21
START | 2025-05-29 21:57:23
DIRECTION_REVERSE | 2025-05-29 21:57:52
LEVEL_2 | 2025-05-29 21:57:56
STOP | 2025-05-29 21:58:06
LEVEL_0 | 2025-05-29 21:58:06
START | 2025-05-29 21:58:10
DIRECTION_REVERSE | 2025-05-29 21:58:11
DIRECTION_FORWARD | 2025-05-29 21:58:28
LEVEL_2 | 2025-05-29 21:58:30
STOP | 2025-05-29 21:58:42
LEVEL_0 | 2025-05-29 21:58:42
START | 2025-05-29 21:58:45
STOP | 2025-05-29 21:58:46
LEVEL_0 | 2025-05-29 21:58:46
START | 2025-05-30 11:36:47
LEVEL_2 | 2025-05-30 11:36:48
LEVEL_4 | 2025-05-30 11:37:11
LEVEL_2 | 2025-05-30 11:37:13
STOP | 2025-05-30 11:37:14
LEVEL_0 | 2025-05-30 11:37:14
START | 2025-05-30 11:37:56
LEVEL_2 | 2025-05-30 11:37:58
LEVEL_2 | 2025-05-30 11:38:11
LEVEL_2 | 2025-05-30 11:38:12
LEVEL_2 | 2025-05-30 11:38:13
STOP | 2025-05-30 11:38:13
LEVEL_0 | 2025-05-30 11:38:13
STOP | 2025-05-30 11:38:21
LEVEL_0 | 2025-05-30 11:38:21
START | 2025-05-30 11:38:22
DIRECTION_FORWARD | 2025-05-30 11:38:23
LEVEL_2 | 2025-05-30 11:38:25
STOP | 2025-05-30 11:38:54
LEVEL_0 | 2025-05-30 11:38:54
START | 2025-05-30 11:39:31
DIRECTION_REVERSE | 2025-05-30 11:39:32
LEVEL_2 | 2025-05-30 11:39:33
STOP | 2025-05-30 11:39:35
LEVEL_0 | 2025-05-30 11:39:36
START | 2025-05-30 11:39:41
DIRECTION_REVERSE | 2025-05-30 11:39:42
LEVEL_2 | 2025-05-30 11:39:44
STOP | 2025-05-30 11:39:56
LEVEL_0 | 2025-05-30 11:39:56
START | 2025-05-30 11:40:02
DIRECTION_REVERSE | 2025-05-30 11:40:03
LEVEL_2 | 2025-05-30 11:40:04
STOP | 2025-05-30 11:40:08
LEVEL_0 | 2025-05-30 11:40:08
STOP | 2025-05-30 11:40:10
LEVEL_0 | 2025-05-30 11:40:10
START | 2025-05-30 11:40:58
DIRECTION_REVERSE | 2025-05-30 11:40:59
LEVEL_2 | 2025-05-30 11:41:00
STOP | 2025-05-30 11:41:05
LEVEL_0 | 2025-05-30 11:41:06
STOP | 2025-05-30 11:41:06
LEVEL_0 | 2025-05-30 11:41:06
START | 2025-05-30 11:41:17
DIRECTION_REVERSE | 2025-05-30 11:41:18
LEVEL_2 | 2025-05-30 11:41:19
STOP | 2025-05-30 11:41:21
LEVEL_0 | 2025-05-30 11:41:21
START | 2025-05-30 11:41:28
DIRECTION_FORWARD | 2025-05-30 11:41:29
LEVEL_2 | 2025-05-30 11:41:30
STOP | 2025-05-30 11:41:54
LEVEL_0 | 2025-05-30 11:41:54
START | 2025-05-30 12:49:44
DIRECTION_FORWARD | 2025-05-30 12:50:26
LEVEL_2 | 2025-05-30 12:50:30
LEVEL_4 | 2025-05-30 12:51:22
LEVEL_2 | 2025-05-30 12:52:27
LEVEL_4 | 2025-05-30 12:54:58
LEVEL_2 | 2025-05-30 12:55:03
LEVEL_4 | 2025-05-30 12:58:54
LEVEL_2 | 2025-05-30 12:59:02
LEVEL_4 | 2025-05-30 13:00:39
LEVEL_2 | 2025-05-30 13:00:47
LEVEL_4 | 2025-05-30 13:01:57
LEVEL_2 | 2025-05-30 13:03:16
LEVEL_4 | 2025-05-30 13:03:31
LEVEL_2 | 2025-05-30 13:06:10
LEVEL_4 | 2025-05-30 13:06:32
LEVEL_6 | 2025-05-30 13:06:42
LEVEL_4 | 2025-05-30 13:06:57
LEVEL_2 | 2025-05-30 13:07:34
LEVEL_4 | 2025-05-30 13:07:50
START | 2025-05-30 20:22:32
DIRECTION_FORWARD | 2025-05-30 20:22:37
DIRECTION_REVERSE | 2025-05-30 20:22:45
LEVEL_2 | 2025-05-30 20:22:49
LEVEL_4 | 2025-05-30 20:23:09
STOP | 2025-05-30 20:23:17
LEVEL_0 | 2025-05-30 20:23:17
START | 2025-05-30 20:25:19
DIRECTION_FORWARD | 2025-05-30 20:25:21
STOP | 2025-05-30 20:26:51
LEVEL_0 | 2025-05-30 20:26:51
START | 2025-05-30 20:27:02
DIRECTION_FORWARD | 2025-05-30 20:27:20
LEVEL_2 | 2025-05-30 20:27:27
LEVEL_4 | 2025-05-30 20:27:51
LEVEL_2 | 2025-05-30 20:27:58
LEVEL_4 | 2025-05-30 20:28:03
LEVEL_2 | 2025-05-30 20:28:07
LEVEL_4 | 2025-05-30 20:28:47
LEVEL_2 | 2025-05-30 20:28:50
LEVEL_4 | 2025-05-30 20:28:56
LEVEL_2 | 2025-05-30 20:29:11
STOP | 2025-05-30 20:29:28
LEVEL_0 | 2025-05-30 20:29:28
START | 2025-05-30 20:29:48
DIRECTION_FORWARD | 2025-05-30 20:29:49
LEVEL_2 | 2025-05-30 20:29:49
LEVEL_4 | 2025-05-30 20:30:09
LEVEL_2 | 2025-05-30 20:30:14
STOP | 2025-05-30 20:31:19
LEVEL_0 | 2025-05-30 20:31:19
STOP | 2025-05-30 20:31:33
LEVEL_0 | 2025-05-30 20:31:33
START | 2025-05-30 20:31:35
DIRECTION_FORWARD | 2025-05-30 20:31:36
LEVEL_2 | 2025-05-30 20:31:36
LEVEL_4 | 2025-05-30 20:32:35
LEVEL_2 | 2025-05-30 20:32:47
LEVEL_4 | 2025-05-30 20:33:15
LEVEL_2 | 2025-05-30 20:33:44
LEVEL_4 | 2025-05-30 20:34:29
LEVEL_2 | 2025-05-30 20:34:52
STOP | 2025-05-30 20:34:56
LEVEL_0 | 2025-05-30 20:34:56
START | 2025-05-30 20:35:13
DIRECTION_FORWARD | 2025-05-30 20:35:14
LEVEL_2 | 2025-05-30 20:35:15
LEVEL_4 | 2025-05-30 20:35:38
LEVEL_2 | 2025-05-30 20:35:41
STOP | 2025-05-30 20:35:45
LEVEL_0 | 2025-05-30 20:35:45
DIRECTION_FORWARD | 2025-05-30 20:36:35
DIRECTION_FORWARD | 2025-05-30 20:36:36
STOP | 2025-05-30 20:36:37
LEVEL_0 | 2025-05-30 20:36:37
START | 2025-05-30 20:36:39
DIRECTION_FORWARD | 2025-05-30 20:36:40
LEVEL_2 | 2025-05-30 20:36:41
LEVEL_2 | 2025-05-30 20:37:20
LEVEL_4 | 2025-05-30 20:37:24
LEVEL_2 | 2025-05-30 20:37:28
LEVEL_2 | 2025-05-30 20:37:40
STOP | 2025-05-30 20:37:40
LEVEL_0 | 2025-05-30 20:37:40
START | 2025-05-30 20:38:06
DIRECTION_FORWARD | 2025-05-30 20:38:06
LEVEL_2 | 2025-05-30 20:38:07
LEVEL_4 | 2025-05-30 20:38:10
LEVEL_2 | 2025-05-30 20:38:15
LEVEL_2 | 2025-05-30 20:39:05
LEVEL_4 | 2025-05-30 20:39:06
LEVEL_6 | 2025-05-30 20:39:18
LEVEL_4 | 2025-05-30 20:39:18
LEVEL_2 | 2025-05-30 20:39:18
LEVEL_4 | 2025-05-30 20:41:03
LEVEL_2 | 2025-05-30 20:41:21
LEVEL_4 | 2025-05-30 20:41:28
LEVEL_2 | 2025-05-30 20:41:48
STOP | 2025-05-30 20:42:08
LEVEL_0 | 2025-05-30 20:42:08
START | 2025-05-30 20:42:36
DIRECTION_FORWARD | 2025-05-30 20:42:36
LEVEL_2 | 2025-05-30 20:42:37
LEVEL_4 | 2025-05-30 20:43:38
LEVEL_2 | 2025-05-30 20:44:18
LEVEL_4 | 2025-05-30 20:46:05
LEVEL_2 | 2025-05-30 20:46:09
STOP | 2025-05-30 20:46:09
LEVEL_0 | 2025-05-30 20:46:10
START | 2025-05-30 20:46:20
STOP | 2025-05-30 20:46:56
LEVEL_0 | 2025-05-30 20:46:57
START | 2025-05-30 20:46:57
DIRECTION_FORWARD | 2025-05-30 20:46:58
LEVEL_2 | 2025-05-30 20:47:02
STOP | 2025-05-30 20:47:02
LEVEL_0 | 2025-05-30 20:47:03
LEVEL_2 | 2025-05-30 20:47:03
START | 2025-05-30 20:47:09
DIRECTION_FORWARD | 2025-05-30 20:47:12
LEVEL_2 | 2025-05-30 20:47:18
LEVEL_4 | 2025-05-30 20:47:27
LEVEL_2 | 2025-05-30 20:47:31
STOP | 2025-05-30 20:47:34
LEVEL_0 | 2025-05-30 20:47:34
DIRECTION_FORWARD | 2025-05-30 20:47:38
LEVEL_2 | 2025-05-30 20:47:48
STOP | 2025-05-30 20:47:50
LEVEL_0 | 2025-05-30 20:47:51
START | 2025-05-30 20:47:54
START | 2025-05-30 20:47:54
START | 2025-05-30 20:48:14
DIRECTION_FORWARD | 2025-05-30 20:48:19
LEVEL_2 | 2025-05-30 20:48:20
STOP | 2025-05-30 20:48:26
LEVEL_0 | 2025-05-30 20:48:27
START | 2025-05-30 20:48:55
LEVEL_2 | 2025-05-30 20:48:57
DIRECTION_FORWARD | 2025-05-30 20:48:57
STOP | 2025-05-30 20:49:02
LEVEL_0 | 2025-05-30 20:49:02
START | 2025-05-30 20:49:11
DIRECTION_REVERSE | 2025-05-30 20:49:12
LEVEL_2 | 2025-05-30 20:49:13
STOP | 2025-05-30 20:49:16
LEVEL_0 | 2025-05-30 20:49:16
START | 2025-05-30 20:50:06
DIRECTION_REVERSE | 2025-05-30 20:50:07
LEVEL_2 | 2025-05-30 20:50:08
STOP | 2025-05-30 20:50:26
LEVEL_0 | 2025-05-30 20:50:26
START | 2025-05-30 20:50:47
DIRECTION_FORWARD | 2025-05-30 20:50:47
LEVEL_2 | 2025-05-30 20:50:48
STOP | 2025-05-30 20:51:04
LEVEL_0 | 2025-05-30 20:51:05
START | 2025-05-30 20:51:07
DIRECTION_REVERSE | 2025-05-30 20:51:08
LEVEL_2 | 2025-05-30 20:51:09
LEVEL_6 | 2025-05-30 20:51:09
STOP | 2025-05-30 20:51:14
LEVEL_0 | 2025-05-30 20:51:14
START | 2025-05-30 20:51:30
DIRECTION_FORWARD | 2025-05-30 20:51:31
